gender,eye_color,hair_color,skin_tone,face_width,face_height,jaw_shape,chin_prominence,cheekbone_height,nose_size,nose_width,nose_bridge_width,nose_bridge_height,nostril_width,eye_distance,eye_size,eye_shape,eyebrow_thickness,eyebrow_arch,lip_thickness,mouth_width,philtrum_depth,hair_texture,hair_thickness,hairline_shape,freckling,tanning_ability,ear_size,earlobe_attachment,overall_confidence,sample_id
female,green,brown,light,medium,short,square,medium,high,medium,narrow,narrow,high,medium,wide,medium,round,thin,slight,full,medium,deep,wavy,fine,rounded,some,tans_gradually,medium,free,0.8417724003265726,SYNTH_000130
female,green,auburn,light,medium,medium,square,medium,medium,large,wide,medium,flat,wide,wide,medium,round,thick,high,very_full,medium,deep,wavy,medium,rounded,some,never_burns,large,free,0.7961171058422384,SYNTH_000131
male,blue,brown,light,narrow,medium,oval,medium,low,large,medium,wide,high,wide,normal,large,almond,thick,high,full,medium,deep,straight,thick,widow_peak,extensive,burns_easily,medium,free,0.8814560612292647,SYNTH_000132
female,blue,brown,very_light,wide,medium,square,prominent,medium,large,narrow,narrow,high,wide,close,large,almond,medium,slight,full,narrow,medium,straight,medium,widow_peak,extensive,never_burns,small,free,0.8511160395543486,SYNTH_000133
female,blue,black,very_light,wide,short,square,medium,medium,large,wide,wide,medium,medium,wide,large,hooded,thin,slight,full,medium,deep,curly,medium,rounded,some,tans_gradually,medium,attached,0.8343220052883557,SYNTH_000134
female,green,blonde,very_light,narrow,long,square,receding,medium,large,wide,wide,high,medium,normal,medium,hooded,medium,high,thin,wide,deep,wavy,medium,rounded,some,never_burns,medium,free,0.8769613680620708,SYNTH_000135
male,blue,brown,light,narrow,medium,oval,medium,low,large,medium,wide,medium,medium,normal,large,hooded,thick,flat,full,medium,deep,straight,fine,widow_peak,some,never_burns,small,attached,0.8722791075558242,SYNTH_000136
female,green,brown,very_light,medium,short,oval,prominent,low,medium,wide,medium,medium,wide,wide,small,round,medium,flat,full,wide,deep,straight,medium,rounded,extensive,tans_gradually,medium,attached,0.8387403275607392,SYNTH_000137
male,brown,brown,light,medium,medium,square,receding,low,medium,medium,medium,medium,wide,wide,large,almond,thick,high,full,narrow,deep,curly,medium,rounded,extensive,tans_gradually,large,attached,0.8222348005473854,SYNTH_000138
female,blue,brown,very_light,narrow,medium,square,prominent,medium,small,wide,medium,flat,wide,wide,medium,round,thin,high,full,medium,deep,wavy,medium,widow_peak,some,burns_easily,medium,attached,0.812216171737927,SYNTH_000139
male,green,brown,very_light,medium,short,square,medium,medium,large,wide,wide,high,wide,close,medium,hooded,medium,high,full,medium,deep,curly,fine,rounded,none,burns_easily,large,attached,0.8605174705322617,SYNTH_000140
female,green,brown,light,medium,long,square,prominent,medium,medium,medium,medium,flat,wide,normal,large,hooded,thick,high,thin,medium,deep,wavy,fine,rounded,none,tans_gradually,large,free,0.8478287951417497,SYNTH_000141
female,blue,black,very_light,medium,long,square,medium,medium,medium,wide,wide,medium,medium,close,medium,almond,thick,slight,very_full,medium,medium,wavy,medium,widow_peak,some,burns_easily,medium,attached,0.8010019760975018,SYNTH_000142
male,green,brown,very_light,medium,medium,square,medium,medium,medium,wide,medium,flat,medium,normal,small,round,thin,slight,thin,wide,deep,wavy,thick,widow_peak,none,burns_easily,medium,free,0.8206456402931197,SYNTH_000143
male,green,brown,light,medium,medium,square,receding,low,small,medium,wide,flat,medium,wide,large,almond,thick,slight,full,narrow,medium,straight,fine,rounded,extensive,tans_gradually,medium,attached,0.8293699781188997,SYNTH_000144
male,green,blonde,very_light,wide,short,square,medium,high,medium,medium,medium,high,narrow,wide,large,round,thin,high,full,wide,deep,straight,medium,rounded,none,burns_easily,medium,attached,0.8451703370105935,SYNTH_000145
male,green,black,very_light,medium,long,square,medium,low,large,wide,medium,flat,wide,wide,large,round,medium,flat,very_full,medium,deep,curly,medium,rounded,some,tans_gradually,medium,attached,0.8671136346842004,SYNTH_000146
male,blue,brown,very_light,narrow,medium,square,prominent,medium,large,medium,medium,high,medium,close,large,round,medium,slight,thin,wide,deep,wavy,medium,straight,extensive,burns_easily,small,attached,0.8312183249321176,SYNTH_000147
male,blue,brown,very_light,wide,short,square,medium,medium,large,narrow,wide,high,wide,wide,large,almond,medium,flat,thin,medium,deep,curly,fine,rounded,none,never_burns,medium,attached,0.8387559042433935,SYNTH_000148
female,green,blonde,light,narrow,long,square,medium,medium,small,wide,wide,medium,wide,close,medium,almond,thin,slight,full,wide,deep,wavy,medium,rounded,none,never_burns,medium,free,0.831104065826117,SYNTH_000149
male,blue,black,light,wide,medium,square,medium,low,large,wide,narrow,flat,medium,close,medium,almond,thin,slight,thin,medium,deep,wavy,thick,rounded,some,never_burns,medium,free,0.8454395427216825,SYNTH_000150
male,brown,brown,very_light,medium,medium,square,medium,medium,large,wide,medium,flat,narrow,normal,medium,round,thick,high,very_full,narrow,deep,straight,medium,rounded,some,never_burns,medium,free,0.8054847873410675,SYNTH_000151
male,green,brown,very_light,wide,long,square,prominent,high,large,narrow,medium,medium,medium,wide,large,hooded,thin,flat,very_full,wide,deep,curly,medium,rounded,some,never_burns,medium,free,0.8294439827534861,SYNTH_000152
male,green,blonde,very_light,narrow,medium,oval,medium,low,large,narrow,medium,medium,medium,wide,medium,almond,medium,slight,thin,medium,medium,wavy,fine,widow_peak,some,tans_gradually,medium,attached,0.7848873335191591,SYNTH_000153
female,blue,brown,light,narrow,medium,square,prominent,low,medium,medium,medium,high,wide,wide,large,hooded,thick,flat,thin,wide,deep,straight,medium,rounded,some,tans_gradually,large,free,0.852799453446563,SYNTH_000154
male,green,brown,light,narrow,medium,square,medium,medium,medium,medium,medium,medium,medium,close,medium,almond,medium,flat,full,wide,shallow,straight,thick,widow_peak,none,tans_gradually,large,free,0.8224240911039876,SYNTH_000155
male,green,brown,very_light,wide,medium,square,prominent,high,medium,medium,medium,medium,medium,normal,small,round,medium,slight,very_full,narrow,deep,curly,thick,straight,some,tans_gradually,medium,free,0.8530659501693645,SYNTH_000156
female,blue,brown,very_light,medium,medium,square,prominent,high,large,medium,medium,flat,medium,close,medium,round,medium,high,very_full,wide,deep,wavy,medium,widow_peak,extensive,never_burns,medium,attached,0.8308707542098397,SYNTH_000157
male,green,blonde,very_light,narrow,short,oval,receding,medium,large,medium,wide,flat,medium,close,large,round,medium,flat,full,medium,deep,wavy,fine,widow_peak,some,tans_gradually,medium,free,0.8466277008801352,SYNTH_000158
male,blue,brown,very_light,medium,long,square,medium,medium,large,medium,wide,high,medium,wide,medium,round,thick,high,full,medium,deep,wavy,medium,rounded,extensive,burns_easily,medium,free,0.8266005157722155,SYNTH_000159
male,brown,brown,dark,medium,long,square,medium,medium,large,medium,medium,high,wide,close,medium,round,thick,flat,full,medium,deep,wavy,medium,widow_peak,some,burns_easily,medium,attached,0.845592374810913,SYNTH_000160
female,green,black,very_light,medium,medium,square,receding,low,large,wide,narrow,flat,narrow,normal,large,round,medium,slight,full,medium,deep,curly,medium,widow_peak,some,tans_gradually,medium,free,0.8202391791754543,SYNTH_000161
male,green,brown,very_light,wide,medium,square,prominent,medium,medium,narrow,medium,flat,wide,wide,medium,hooded,thick,high,thin,wide,deep,wavy,thick,widow_peak,some,never_burns,small,free,0.7977678955800489,SYNTH_000162
female,blue,brown,very_light,wide,medium,oval,prominent,high,medium,medium,medium,medium,medium,normal,medium,almond,medium,high,full,narrow,deep,straight,thick,widow_peak,some,never_burns,medium,attached,0.8381821630989633,SYNTH_000163
male,blue,brown,very_light,wide,medium,square,medium,low,small,medium,narrow,medium,wide,wide,medium,hooded,thick,flat,full,wide,deep,wavy,medium,widow_peak,none,tans_gradually,medium,attached,0.8597444340449394,SYNTH_000164
male,green,brown,light,medium,medium,square,medium,low,large,medium,medium,high,narrow,wide,medium,almond,thin,slight,thin,medium,medium,curly,thick,straight,none,never_burns,medium,free,0.7884624079373248,SYNTH_000165
male,blue,black,very_light,medium,long,square,medium,high,large,wide,wide,medium,narrow,close,medium,hooded,thick,slight,full,narrow,deep,curly,thick,widow_peak,some,never_burns,medium,attached,0.803031346948517,SYNTH_000166
male,blue,brown,very_light,wide,medium,square,medium,medium,medium,medium,medium,medium,medium,normal,large,round,thick,high,full,wide,shallow,straight,medium,widow_peak,none,never_burns,medium,attached,0.8607463800425714,SYNTH_000167
female,green,brown,light,narrow,medium,square,medium,medium,large,medium,medium,medium,medium,normal,medium,almond,medium,high,thin,medium,deep,wavy,thick,straight,none,tans_gradually,large,attached,0.8392144791811994,SYNTH_000168
male,blue,brown,very_light,medium,long,square,medium,high,medium,wide,wide,medium,narrow,wide,medium,round,medium,flat,full,medium,medium,wavy,fine,widow_peak,extensive,burns_easily,medium,free,0.8501299678176296,SYNTH_000169
male,green,black,light,wide,short,oval,receding,low,medium,medium,medium,medium,medium,normal,large,hooded,medium,high,thin,wide,deep,wavy,thick,widow_peak,extensive,tans_gradually,medium,free,0.8260265221993314,SYNTH_000170
female,blue,brown,very_light,wide,medium,square,receding,medium,medium,medium,wide,medium,medium,wide,medium,hooded,thick,slight,full,wide,deep,straight,thick,rounded,some,burns_easily,medium,free,0.834072063493979,SYNTH_000171
female,blue,brown,very_light,medium,medium,oval,medium,high,medium,medium,wide,flat,wide,normal,large,round,medium,high,thin,wide,deep,wavy,thick,widow_peak,extensive,tans_gradually,small,free,0.8412768435941124,SYNTH_000172
male,green,brown,very_light,narrow,medium,square,receding,high,large,medium,wide,high,wide,wide,large,hooded,thick,high,full,wide,medium,wavy,fine,rounded,some,burns_easily,large,free,0.7885674941079849,SYNTH_000173
female,green,brown,very_light,medium,medium,square,medium,medium,large,medium,medium,medium,medium,wide,medium,almond,thick,slight,very_full,medium,medium,wavy,medium,widow_peak,none,never_burns,medium,free,0.8247219904190201,SYNTH_000174
female,blue,brown,very_light,medium,long,oval,prominent,high,medium,medium,medium,medium,narrow,close,large,round,medium,high,full,medium,deep,curly,medium,straight,some,tans_gradually,large,free,0.83758494405604,SYNTH_000175
male,green,brown,very_light,wide,short,oval,medium,medium,large,narrow,wide,medium,medium,close,medium,round,thin,flat,very_full,wide,deep,wavy,medium,widow_peak,some,tans_gradually,large,attached,0.8541494326099281,SYNTH_000176
female,green,black,very_light,wide,medium,square,prominent,high,large,medium,medium,medium,wide,wide,medium,round,thin,flat,full,medium,deep,wavy,medium,widow_peak,some,tans_gradually,large,free,0.864503185845476,SYNTH_000177
male,green,brown,very_light,medium,short,square,medium,low,large,medium,medium,medium,medium,wide,medium,almond,thick,high,thin,medium,deep,straight,thick,rounded,extensive,tans_gradually,medium,free,0.8277186240085291,SYNTH_000178
male,blue,brown,very_light,wide,medium,square,receding,low,medium,narrow,medium,flat,medium,normal,medium,almond,medium,flat,full,wide,medium,straight,medium,rounded,some,tans_gradually,small,attached,0.8335912556977515,SYNTH_000179
female,blue,brown,very_light,medium,medium,square,medium,low,medium,narrow,medium,medium,medium,close,medium,round,medium,high,very_full,wide,medium,straight,thick,rounded,some,tans_gradually,medium,free,0.8242852036824674,SYNTH_000180
female,blue,blonde,very_light,wide,short,square,medium,high,small,medium,medium,medium,medium,normal,medium,almond,thick,high,full,medium,medium,curly,thick,widow_peak,some,never_burns,medium,attached,0.7848873335191591,SYNTH_000181
female,blue,brown,very_light,narrow,long,square,receding,high,large,medium,wide,high,medium,close,large,hooded,medium,flat,very_full,wide,medium,wavy,medium,rounded,some,burns_easily,large,attached,0.8140439487105333,SYNTH_000182
female,green,brown,dark,wide,medium,oval,receding,high,large,medium,medium,high,narrow,wide,large,hooded,medium,slight,full,medium,deep,wavy,thick,straight,some,burns_easily,medium,free,0.827975071479324,SYNTH_000183
female,green,brown,light,medium,medium,oval,medium,high,medium,narrow,wide,medium,medium,normal,large,round,medium,high,very_full,narrow,deep,straight,thick,rounded,some,burns_easily,medium,attached,0.8597764493610667,SYNTH_000184
female,blue,brown,very_light,medium,long,square,medium,low,large,wide,narrow,medium,medium,close,medium,round,medium,flat,very_full,wide,deep,curly,thick,rounded,none,tans_gradually,small,free,0.8073679104493847,SYNTH_000185
female,green,brown,light,wide,medium,oval,prominent,low,medium,medium,medium,high,medium,wide,large,round,thick,high,very_full,medium,deep,wavy,medium,rounded,extensive,tans_gradually,medium,attached,0.8883498829942809,SYNTH_000186
female,green,brown,very_light,medium,medium,square,prominent,medium,large,medium,wide,flat,medium,wide,large,almond,medium,slight,full,wide,deep,curly,medium,rounded,some,never_burns,large,attached,0.884785377734965,SYNTH_000187
male,blue,blonde,very_light,medium,long,square,prominent,medium,medium,narrow,medium,high,medium,wide,large,round,thick,high,full,narrow,medium,straight,thick,rounded,none,burns_easily,large,attached,0.8565433470893844,SYNTH_000188
male,blue,brown,very_light,medium,medium,square,receding,low,medium,wide,wide,high,wide,close,medium,round,medium,high,full,narrow,deep,wavy,medium,widow_peak,extensive,never_burns,large,attached,0.8607463800425714,SYNTH_000189
female,green,brown,very_light,wide,medium,square,receding,medium,large,wide,wide,medium,wide,normal,medium,round,medium,flat,thin,medium,deep,wavy,medium,rounded,some,tans_gradually,medium,attached,0.8403264778280187,SYNTH_000190
female,green,blonde,very_light,medium,long,square,medium,medium,large,wide,wide,medium,narrow,normal,large,round,medium,slight,thin,narrow,medium,wavy,medium,straight,extensive,never_burns,large,free,0.8092637507527192,SYNTH_000191
male,green,brown,very_light,wide,long,oval,medium,medium,small,narrow,wide,medium,medium,normal,medium,round,thick,slight,full,medium,deep,wavy,medium,rounded,some,tans_gradually,large,attached,0.8590765897619097,SYNTH_000192
female,blue,brown,very_light,medium,long,square,medium,medium,medium,medium,medium,medium,medium,wide,large,round,thin,high,full,wide,deep,wavy,medium,widow_peak,some,tans_gradually,large,attached,0.8147077637155291,SYNTH_000193
female,blue,brown,very_light,medium,short,oval,medium,high,small,medium,narrow,flat,medium,normal,large,round,medium,slight,full,wide,deep,straight,medium,widow_peak,some,tans_gradually,large,free,0.8355331488019767,SYNTH_000194
female,blue,blonde,very_light,medium,medium,square,prominent,medium,medium,medium,wide,high,narrow,normal,medium,round,thin,flat,full,wide,medium,straight,medium,widow_peak,some,never_burns,medium,free,0.8809603615224225,SYNTH_000195
