sex,eye_color,hair_color,skin_tone,face_width,face_height,jaw_shape,chin_prominence,cheekbone_height,nose_size,nose_width,nose_bridge_width,nose_bridge_height,nostril_width,eye_distance,eye_size,eye_shape,eyebrow_thickness,eyebrow_arch,lip_thickness,mouth_width,philtrum_depth,hair_texture,hair_thickness,hairline_shape,freckling,tanning_ability,ear_size,earlobe_attachment,overall_confidence,sample_id
female,green,black,light,medium,short,square,receding,medium,small,medium,medium,medium,narrow,wide,large,almond,thick,slight,full,wide,medium,wavy,fine,rounded,none,never_burns,medium,free,0.8232595129920411,SYNTH_000129
male,blue,blonde,very_light,wide,short,oval,medium,low,large,medium,medium,flat,narrow,wide,medium,almond,medium,high,full,wide,shallow,straight,fine,rounded,some,never_burns,medium,free,0.795091415151812,SYNTH_000130
male,blue,brown,light,medium,medium,square,prominent,low,medium,medium,medium,flat,wide,wide,large,round,thick,high,very_full,medium,deep,wavy,thick,rounded,extensive,tans_gradually,medium,attached,0.840071720054464,SYNTH_000131
female,green,brown,very_light,wide,medium,square,medium,low,large,wide,wide,medium,wide,wide,small,almond,thick,slight,very_full,wide,shallow,wavy,medium,widow_peak,some,burns_easily,medium,free,0.796903615441764,SYNTH_000132
male,green,blonde,very_light,wide,medium,oval,medium,medium,medium,medium,wide,medium,medium,wide,small,round,thick,high,very_full,wide,deep,wavy,fine,straight,some,never_burns,large,attached,0.8229719839851727,SYNTH_000133
female,blue,brown,light,wide,long,square,medium,medium,large,medium,medium,high,medium,close,medium,hooded,thick,high,very_full,medium,deep,wavy,thick,rounded,some,tans_gradually,small,free,0.8313946048199716,SYNTH_000134
female,green,auburn,very_light,wide,medium,square,prominent,medium,medium,medium,narrow,high,wide,wide,medium,hooded,thick,slight,full,medium,shallow,wavy,medium,widow_peak,extensive,never_burns,large,attached,0.8775427395235111,SYNTH_000135
female,blue,brown,very_light,medium,medium,square,prominent,medium,medium,medium,medium,medium,wide,normal,large,almond,thick,slight,full,wide,shallow,wavy,medium,rounded,some,burns_easily,large,attached,0.8302236446326179,SYNTH_000136
male,blue,black,very_light,medium,medium,square,medium,medium,large,medium,wide,medium,medium,normal,medium,round,thick,slight,full,medium,medium,wavy,medium,straight,extensive,tans_gradually,medium,attached,0.9014857938807157,SYNTH_000137
male,brown,black,very_light,medium,medium,square,medium,medium,medium,narrow,wide,high,medium,normal,small,round,thick,slight,thin,wide,deep,straight,thick,straight,some,tans_gradually,large,attached,0.8539571320663396,SYNTH_000138
female,green,brown,very_light,medium,long,square,medium,medium,medium,narrow,medium,medium,medium,normal,small,almond,thick,slight,very_full,wide,medium,wavy,thick,rounded,extensive,tans_gradually,large,free,0.8744157502385039,SYNTH_000139
female,blue,black,very_light,wide,medium,narrow,medium,high,large,narrow,narrow,medium,wide,wide,small,hooded,thick,slight,thin,wide,medium,straight,fine,rounded,none,never_burns,large,free,0.8489038119939145,SYNTH_000140
female,green,blonde,very_light,medium,short,square,medium,medium,small,medium,narrow,high,wide,wide,medium,almond,medium,flat,full,medium,medium,wavy,thick,straight,some,tans_gradually,large,attached,0.8512000216117066,SYNTH_000141
female,blue,brown,very_light,wide,long,oval,receding,medium,medium,wide,medium,high,medium,close,large,round,thick,slight,full,wide,medium,wavy,medium,rounded,extensive,never_burns,large,free,0.896365851166788,SYNTH_000142
male,green,brown,light,medium,medium,square,prominent,medium,medium,narrow,wide,high,medium,normal,medium,round,thick,slight,thin,wide,medium,wavy,medium,rounded,some,never_burns,large,attached,0.8366869144386709,SYNTH_000143
female,green,brown,very_light,wide,medium,square,medium,high,large,medium,medium,high,wide,normal,medium,hooded,medium,slight,full,wide,deep,wavy,thick,straight,none,burns_easily,medium,free,0.8513491288420415,SYNTH_000144
female,blue,black,light,wide,short,narrow,medium,low,small,medium,medium,medium,medium,normal,medium,hooded,thick,slight,full,medium,medium,straight,medium,straight,some,tans_gradually,medium,attached,0.8648447406983092,SYNTH_000145
female,blue,brown,very_light,medium,medium,square,medium,medium,large,wide,narrow,medium,narrow,wide,medium,round,medium,slight,very_full,medium,deep,wavy,fine,widow_peak,some,never_burns,large,attached,0.8500248816469698,SYNTH_000146
female,blue,brown,very_light,wide,medium,oval,receding,low,medium,narrow,medium,medium,wide,wide,medium,round,thick,flat,full,wide,medium,wavy,medium,rounded,some,tans_gradually,small,free,0.8048993072473908,SYNTH_000147
female,blue,blonde,light,medium,short,square,prominent,high,medium,narrow,medium,medium,wide,wide,medium,round,thick,slight,very_full,wide,shallow,straight,thick,widow_peak,none,burns_easily,large,free,0.8140972631050285,SYNTH_000148
male,blue,brown,light,narrow,medium,square,medium,high,small,medium,narrow,medium,narrow,close,small,round,thick,high,full,medium,deep,straight,thick,rounded,extensive,burns_easily,large,attached,0.8705205226590659,SYNTH_000149
female,green,brown,very_light,medium,short,square,receding,medium,medium,medium,wide,high,medium,wide,medium,hooded,medium,slight,very_full,wide,medium,wavy,medium,widow_peak,extensive,tans_gradually,large,free,0.8625530043316313,SYNTH_000150
male,blue,brown,very_light,medium,short,oval,medium,medium,medium,medium,narrow,high,narrow,normal,small,almond,medium,high,thin,wide,medium,straight,thick,widow_peak,some,never_burns,large,free,0.8215095065581938,SYNTH_000151
female,blue,brown,very_light,narrow,medium,square,medium,medium,small,medium,wide,medium,medium,normal,large,hooded,medium,slight,very_full,wide,medium,straight,medium,widow_peak,extensive,never_burns,small,attached,0.8602448334360081,SYNTH_000152
male,green,brown,light,medium,medium,oval,medium,high,large,narrow,medium,high,narrow,close,large,almond,thick,high,full,wide,medium,curly,medium,rounded,some,tans_gradually,large,attached,0.8364653417716404,SYNTH_000153
male,green,blonde,very_light,medium,medium,square,medium,high,medium,wide,wide,medium,medium,normal,medium,almond,thick,high,full,medium,deep,straight,thick,widow_peak,extensive,tans_gradually,large,attached,0.8652498055924654,SYNTH_000154
male,blue,black,light,medium,medium,square,medium,medium,medium,medium,wide,medium,medium,wide,small,round,medium,slight,very_full,medium,shallow,straight,medium,widow_peak,extensive,tans_gradually,large,attached,0.8226306890857613,SYNTH_000155
female,green,brown,light,wide,short,oval,medium,medium,large,wide,wide,medium,medium,wide,medium,round,thick,slight,full,wide,medium,straight,thick,widow_peak,extensive,burns_easily,medium,attached,0.8110543543860443,SYNTH_000156
male,green,black,very_light,wide,short,narrow,receding,high,large,narrow,medium,high,narrow,wide,medium,round,thick,slight,full,wide,deep,wavy,thick,widow_peak,some,tans_gradually,large,free,0.8395162680014154,SYNTH_000157
male,blue,blonde,light,narrow,short,oval,medium,medium,small,wide,medium,medium,medium,wide,large,round,thick,slight,very_full,wide,medium,straight,medium,widow_peak,some,tans_gradually,large,free,0.8166739624646688,SYNTH_000158
female,blue,brown,light,medium,long,square,medium,low,medium,wide,wide,high,medium,wide,small,almond,thick,high,very_full,wide,shallow,wavy,medium,rounded,extensive,tans_gradually,medium,free,0.8870375177228376,SYNTH_000159
female,blue,brown,very_light,wide,short,oval,receding,medium,medium,medium,narrow,flat,narrow,close,medium,round,medium,slight,full,wide,deep,wavy,fine,rounded,extensive,burns_easily,medium,free,0.8965358702817104,SYNTH_000160
male,blue,brown,very_light,narrow,medium,oval,medium,medium,medium,medium,wide,medium,narrow,close,large,almond,medium,flat,thin,wide,medium,straight,fine,rounded,some,tans_gradually,large,attached,0.8021171762759339,SYNTH_000161
female,blue,brown,very_light,wide,long,oval,medium,medium,small,narrow,medium,medium,medium,wide,large,almond,thick,high,thin,wide,shallow,straight,fine,rounded,some,tans_gradually,large,free,0.8748559608352533,SYNTH_000162
male,blue,brown,very_light,medium,long,narrow,prominent,low,medium,wide,narrow,flat,narrow,normal,medium,round,thick,high,very_full,wide,medium,straight,medium,rounded,some,burns_easily,small,free,0.850630118200684,SYNTH_000163
male,blue,brown,very_light,wide,medium,oval,medium,medium,large,medium,narrow,high,medium,wide,medium,almond,medium,slight,thin,wide,deep,wavy,thick,rounded,some,tans_gradually,large,attached,0.8702051136477368,SYNTH_000164
male,blue,brown,light,medium,medium,oval,prominent,medium,small,narrow,medium,medium,wide,close,medium,almond,thick,slight,thin,wide,medium,wavy,thick,straight,extensive,tans_gradually,medium,free,0.8553069196850782,SYNTH_000165
female,blue,brown,very_light,wide,short,square,prominent,medium,small,medium,narrow,medium,medium,normal,medium,round,medium,high,very_full,wide,deep,curly,medium,rounded,some,tans_gradually,medium,free,0.8338404860406586,SYNTH_000166
male,blue,brown,light,medium,medium,narrow,receding,medium,small,medium,wide,medium,narrow,close,large,almond,thin,high,thin,wide,medium,wavy,fine,rounded,some,burns_easily,medium,free,0.8549042963008204,SYNTH_000167
female,blue,brown,very_light,narrow,medium,square,medium,high,small,medium,wide,high,medium,normal,medium,round,thick,high,full,medium,shallow,wavy,thick,widow_peak,some,never_burns,large,attached,0.8601110094145963,SYNTH_000168
male,blue,black,very_light,medium,medium,square,medium,high,small,medium,medium,medium,wide,wide,large,hooded,thick,high,very_full,wide,medium,wavy,medium,widow_peak,extensive,tans_gradually,medium,free,0.8173739725631751,SYNTH_000169
male,blue,brown,very_light,medium,long,square,medium,medium,medium,narrow,medium,high,narrow,wide,large,round,thick,high,full,wide,shallow,straight,fine,rounded,some,never_burns,medium,attached,0.7991711891379093,SYNTH_000170
female,blue,black,light,medium,long,square,medium,medium,small,medium,medium,medium,narrow,normal,medium,hooded,medium,flat,thin,wide,medium,curly,thick,widow_peak,some,tans_gradually,large,free,0.8429732346347657,SYNTH_000171
male,blue,brown,very_light,medium,long,oval,medium,medium,large,narrow,wide,flat,medium,wide,large,almond,thick,slight,full,narrow,deep,curly,fine,straight,extensive,never_burns,medium,attached,0.8346568588156165,SYNTH_000172
male,blue,brown,light,medium,short,square,receding,low,large,wide,wide,flat,wide,wide,large,almond,thick,slight,very_full,wide,deep,curly,medium,rounded,some,never_burns,large,free,0.8651379886804514,SYNTH_000173
male,blue,black,very_light,wide,short,square,receding,medium,medium,wide,narrow,flat,medium,normal,medium,round,thick,flat,very_full,wide,shallow,straight,fine,straight,some,burns_easily,large,attached,0.8375223363267245,SYNTH_000174
female,blue,brown,very_light,wide,short,oval,prominent,low,medium,narrow,narrow,high,medium,wide,large,round,thick,slight,very_full,wide,deep,wavy,fine,rounded,some,tans_gradually,large,attached,0.8024458668548402,SYNTH_000175
female,blue,blonde,light,wide,medium,oval,prominent,medium,medium,medium,narrow,medium,narrow,wide,large,round,thick,slight,thin,medium,medium,straight,thick,widow_peak,some,tans_gradually,large,attached,0.8783815585923315,SYNTH_000176
male,blue,brown,light,wide,medium,oval,receding,medium,large,medium,wide,medium,wide,normal,large,round,thick,high,very_full,wide,medium,straight,medium,rounded,extensive,never_burns,medium,attached,0.868848580237709,SYNTH_000177
female,blue,blonde,light,wide,long,oval,medium,high,large,medium,wide,medium,medium,normal,small,round,medium,slight,very_full,wide,deep,straight,fine,rounded,extensive,tans_gradually,large,attached,0.8522645678136865,SYNTH_000178
male,blue,black,very_light,wide,medium,square,receding,low,medium,narrow,narrow,high,medium,normal,large,round,thick,high,full,medium,deep,curly,medium,rounded,some,burns_easily,large,attached,0.9017364204471318,SYNTH_000179
female,blue,brown,light,narrow,medium,square,prominent,high,medium,wide,medium,high,medium,wide,small,almond,thick,slight,very_full,wide,deep,curly,fine,straight,some,tans_gradually,large,attached,0.8304787444501484,SYNTH_000180
female,blue,black,very_light,narrow,medium,square,prominent,low,medium,wide,medium,medium,medium,wide,medium,almond,thick,flat,very_full,medium,deep,curly,medium,widow_peak,extensive,burns_easily,medium,free,0.8069624275774899,SYNTH_000181
female,blue,brown,light,medium,medium,oval,medium,medium,medium,medium,medium,high,medium,close,large,round,thick,flat,full,wide,medium,straight,medium,widow_peak,none,burns_easily,medium,free,0.8689431013540468,SYNTH_000182
female,blue,brown,light,medium,medium,square,medium,medium,medium,medium,narrow,medium,wide,close,medium,round,thick,high,very_full,wide,deep,straight,thick,rounded,some,burns_easily,large,free,0.8347646614995315,SYNTH_000183
female,blue,brown,very_light,wide,short,square,prominent,medium,small,medium,medium,high,medium,normal,medium,hooded,thick,slight,full,narrow,medium,straight,medium,rounded,some,tans_gradually,medium,attached,0.862429793934786,SYNTH_000184
male,blue,black,very_light,medium,medium,square,medium,medium,small,wide,medium,flat,wide,wide,small,hooded,thick,high,full,medium,deep,curly,fine,widow_peak,extensive,tans_gradually,large,free,0.8376439055965743,SYNTH_000185
female,blue,black,very_light,medium,medium,oval,medium,high,medium,wide,medium,high,wide,wide,large,round,thick,slight,very_full,wide,deep,straight,medium,rounded,some,tans_gradually,large,attached,0.8667707595416212,SYNTH_000186
male,blue,blonde,very_light,medium,medium,oval,medium,medium,medium,medium,narrow,high,medium,wide,large,hooded,thick,slight,very_full,wide,medium,curly,medium,straight,none,tans_gradually,medium,free,0.865725161891808,SYNTH_000187
male,green,blonde,light,medium,medium,square,medium,medium,medium,wide,narrow,medium,medium,normal,large,round,thick,flat,very_full,wide,deep,wavy,medium,rounded,none,burns_easily,medium,free,0.8434131852780934,SYNTH_000188
male,blue,black,very_light,wide,medium,oval,receding,medium,large,wide,narrow,medium,wide,normal,large,hooded,medium,flat,thin,wide,shallow,curly,medium,rounded,extensive,burns_easily,small,free,0.8224915900621559,SYNTH_000189
female,blue,brown,very_light,wide,long,oval,prominent,high,large,wide,medium,medium,medium,normal,small,round,thick,slight,very_full,wide,medium,curly,fine,straight,some,never_burns,large,attached,0.8324980660491569,SYNTH_000190
female,green,brown,light,medium,medium,square,medium,low,small,wide,narrow,medium,medium,wide,large,hooded,thick,slight,thin,wide,shallow,curly,thick,rounded,none,never_burns,large,attached,0.8838471647913285,SYNTH_000191
female,green,auburn,light,medium,long,square,prominent,high,large,narrow,narrow,medium,medium,wide,small,round,thick,slight,full,wide,medium,curly,fine,rounded,some,tans_gradually,large,free,0.8373213068208755,SYNTH_000192
male,blue,brown,dark,medium,short,square,medium,high,medium,medium,wide,flat,medium,wide,small,almond,medium,slight,thin,wide,medium,wavy,thick,widow_peak,none,tans_gradually,large,free,0.8199621132938032,SYNTH_000193
female,blue,brown,very_light,wide,long,square,receding,high,medium,wide,medium,medium,medium,wide,medium,round,thick,flat,very_full,wide,medium,straight,thick,straight,some,never_burns,large,free,0.8252888838430562,SYNTH_000194
male,blue,brown,very_light,wide,long,square,medium,low,medium,medium,wide,medium,medium,wide,medium,round,thick,slight,full,wide,deep,straight,medium,rounded,extensive,tans_gradually,small,attached,0.8679617251970265,SYNTH_000195
